book,word,translation,image,sound1,sound2,sound3,unit,mean,example,type,mean_tr,example_tr
90,1,normal,"odatiy, har doimgi",normal.jpg,normal_1392933884419.mp3,normal_meaning.mp3,normal_example.mp3,5,"If something is normal, it is not strange nor surprising to you.",It is normal for me to bathe every night.,adj,"Agar biror narsa normal bo'lsa, bu siz uchun g'alati va ajablanarli emas.",Men uchun har kecha yuvinish odatiy hol.
91,1,rare,kamdan-kam noyob kamyob,rare.jpg,rare_1392933884419.mp3,rare_meaning.mp3,rare_example.mp3,5,"If something is rare, you do not see it very often.",It is rare for him to miss his flight.,adj,"Agar biror narsa kamdan-kam bo'lsa, uni tez-tez ko'rmaysiz.",Uning parvozini o'tkazib yuborishi kamdan-kam uchraydi.
92,1,relax,dam olmoq,relax.jpg,relax_1392933884419.mp3,relax_meaning.mp3,relax_example.mp3,5,To relax is to rest.,The frog relaxed in the warm sun.,v,Dam olish - dam olish.,Qurbaqa issiq quyoshda bo'shashdi.
93,1,request,soʻramoq,request.jpg,request_1392933884419.mp3,request_meaning.mp3,request_example.mp3,5,To request something is to ask for it.,The little girl requested a special gift from Santa Claus.,v,"Biror narsani so'rash, uni so'rashdir.",Kichkina qiz Santa Klausdan maxsus sovg'a so'radi.
94,1,reside,muayyan yashamoq istiqomat qilamoq,reside.jpg,reside.mp3,reside_meaning.mp3,reside_example.mp3,5,To reside means to live somewhere permanently or for a long time.,My brother and his family reside in a lovely house on the beach.,v,"Yashash, biror joyda doimiy yoki uzoq vaqt yashashni anglatadi.",Akam va uning oilasi sohildagi go'zal uyda yashaydi.
95,1,result,natija,result.jpg,result_1392933884419.mp3,result_meaning.mp3,result_example.mp3,5,A result is something that happens because of something else.,"As a result of all the rain, the man had to climb on the roof.",n,Natija - bu boshqa narsa tufayli sodir bo'ladigan narsa.,Butun yomg'ir natijasida odam tomga chiqishga majbur bo'ldi.
96,1,roll,"yumalatmoq, dumalatmoq",roll.jpg,roll_1392933884419.mp3,roll_meaning.mp3,roll_example.mp3,5,To roll is to move by turning over and over.,You must roll the ball into the pins when you bowl.,v,Dumalamoq - teskari aylanib harakat qilish.,Piyola olayotganda to'pni pinlarga aylantirishingiz kerak.
97,1,since,-dan beri/buyon,since.jpg,since_1392933884419.mp3,since_meaning.mp3,since_example.mp3,5,Since is used to talk about a past event still happening now.,"Since 1992, he has been driving that car.",prep,Chunki hozir ham sodir bo'layotgan o'tmishdagi voqea haqida gapirish uchun ishlatiladi.,1992 yildan beri u ushbu mashinani boshqaradi.
98,1,visible,"koʻzga koʻrinarli,  koʻrinib turgan",visible.jpg,visible_1392933884419.mp3,visible_meaning.mp3,visible_example.mp3,5,"If something is visible, it can be seen.",The moon and stars were visible in the night sky.,adj,"Agar biror narsa ko'rinadigan bo'lsa, uni ko'rish mumkin.",Kechasi osmonda oy va yulduzlar ko'rindi.
99,1,wild,yovvoyi,wild.jpg,wild_1392933884419.mp3,wild_meaning.mp3,wild_example.mp3,5,"If something is wild, it is found in nature.","You should be careful around a fox, because it is a wild animal.",adj,"Agar biror narsa yovvoyi bo'lsa, u tabiatda topiladi.","Siz tulki atrofida ehtiyot bo'lishingiz kerak, chunki u yovvoyi hayvon."
100,1,advantage,"ustun jihat, foyda",advantage.jpg,advantage_1392933884419.mp3,advantage_meaning.mp3,advantage_example.mp3,6,An advantage is something that helps you.,Being tall is an advantage to a basketball player.,n,Afzallik - bu sizga yordam beradigan narsa.,Uzun bo'yli bo'lish basketbolchi uchun afzallikdir.
101,1,cause,sabab boʻlmoq,cause.jpg,cause_1392933884419.mp3,cause_meaning.mp3,cause_example.mp3,6,To cause is to make something happen.,The cold weather caused her to get sick.,v,Sabab berish - biror narsa sodir bo'lish.,Sovuq havo uning kasallanishiga sabab bo'ldi.
102,1,choice,tanlash imkoniyati,choice.jpg,choice_1392933884419.mp3,choice_meaning.mp3,choice_example.mp3,6,A choice is the act or possibility of picking something.,I had my choice of five doors to open.,n,Tanlov - biror narsani tanlash harakati yoki imkoniyati.,Men ochadigan beshta eshikni tanladim.
103,1,community,"jamiyat, jamoa",community.jpg,community_1392933884419.mp3,community_meaning.mp3,community_example.mp3,6,A community is a group of people who live together.,The kids from my community usually play together.,n,Jamiyat - bu birga yashaydigan odamlar guruhi.,Mening mahallamdagi bolalar odatda birga o'ynashadi.
104,1,dead,o'lgan,dead.jpg,dead_1392933884419.mp3,dead_meaning.mp3,dead_example.mp3,6,To be dead is to not be alive.,A dead person is usually buried in the ground.,adj,O'lgan bo'lish - tirik bo'lmaslik.,O'lgan odam odatda erga ko'miladi.
105,1,distance,masofa,distance.jpg,distance_1392933884419.mp3,distance_meaning.mp3,distance_example.mp3,6,The distance between two things is how far it is between them.,"The distance between the Earth and the Moon is 384,400 kilometers.",n,Ikki narsa orasidagi masofa ular orasidagi masofani anglatadi.,Yer va Oy orasidagi masofa 384 400 kilometrni tashkil qiladi.
106,1,escape,qochib qutulmoq,escape.jpg,escape_1392933884419.mp3,escape_meaning.mp3,escape_example.mp3,6,To escape is to run away from something bad.,The butterfly could not escape from the cage.,v,Qochish - yomon narsadan qochish.,Kapalak qafasdan qochib qutula olmadi.
107,1,face,"duch kelmoq, yuzlanmoq",face.jpg,face_1392933884419.mp3,face_meaning.mp3,face_example.mp3,6,"If you face a problem, you deal with it.",My sister and I have to find a better way to face our differences.,v,"Agar muammoga duch kelsangiz, uni hal qilasiz.",Singlim va men kelishmovchiliklarga qarshi turishning yaxshiroq yo'lini topishimiz kerak.
108,1,follow,"ortidan bormoq, ergashmoq",follow.jpg,follow_1392933884419.mp3,follow_meaning.mp3,follow_example.mp3,6,To follow means to go behind someone and go where they go.,The little boy followed his mother home.,v,"Tuzatish, birovning orqasidan borish va u borsa, borishni anglatadi.",Kichkina bola onasining orqasidan uyga ketdi.
109,1,fright,"qoʻrquv, vahima",fright.jpg,fright.mp3,fright_meaning.mp3,fright_example.mp3,6,Fright is the feeling of being scared.,She was filled with fright.,n,Qo'rquv - qo'rquv hissi.,U qo'rquvga to'ldi.
110,1,ghost,"ruh, arvox",ghost.jpg,ghost.mp3,ghost_meaning.mp3,ghost_example.mp3,6,A ghost is the spirit of a dead person.,Many people are afraid of ghosts.,n,Arvoh - o'lgan odamning ruhi.,Ko'p odamlar arvohlardan qo'rqishadi.
111,1,individual,"individ, kishi",individual.jpg,individual_1392933884419.mp3,individual_meaning.mp3,individual_example.mp3,6,An individual is one person.,Only one individual could win the bicycle race.,n,Shaxs - bu bir shaxs.,Velosiped poygasida faqat bir kishi g'olib bo'lishi mumkin edi.
112,1,pet,uy hayvoni,pet.jpg,pet_1392933884419.mp3,pet_meaning.mp3,pet_example.mp3,6,A pet is an animal that lives with people.,"Out of all my pets, the dog is my favorite.",n,Uy hayvonlari - bu odamlar bilan yashaydigan hayvon.,Mening barcha uy hayvonlarim orasida it mening eng sevimlisidir.
113,1,reach,"yetib kelmoq, yetib bormoq",reach.jpg,reach_1392933884419.mp3,reach_meaning.mp3,reach_example.mp3,6,To reach means to arrive at a place.,I was happy to finally reach my destination.,v,"Yetib kelmoq, bir joyga yetib kelmoq degan ma’noni anglatadi.",Nihoyat manzilimga yetganimdan xursand bo‘ldim.
114,1,return,qaytib kelmoq,return.jpg,return_1392933884419.mp3,return_meaning.mp3,return_example.mp3,6,To return is to go back to a place.,I was happy to return home to my mom after school.,v,Qaytish - biror joyga qaytish.,Men maktabdan keyin uyga onamning oldiga qaytganimdan xursand bo'ldim.
115,1,survive,"tirik qolmoq, saqlab qolmoq",survive.jpg,survive_1392933884419.mp3,survive_meaning.mp3,survive_example.mp3,6,To survive is to stay alive.,My dog survived her fall into the water.,v,Omon qolish - tirik qolishdir.,Mening itim suvga tushishidan omon qoldi.
116,1,upset,xafa tushkun,upset.jpg,upset_1392933884419.mp3,upset_meaning.mp3,upset_example.mp3,6,To be upset is to be unhappy about something.,She was upset because she broke her toy.,adj,Xafa bo'lish - biror narsadan norozi bo'lish.,U o'yinchog'ini sindirib tashlaganidan xafa bo'ldi.
117,1,voice,"ovoz, tovush",voice.jpg,voice_1392933884419.mp3,voice_meaning.mp3,voice_example.mp3,6,A voice is the sound a person makes when they talk or sing.,"He used a microphone, so everyone could hear his voice.",n,Ovoz - bu odamning gapirganda yoki qo'shiq aytganda chiqaradigan ovozi.,"U mikrofondan foydalangan, shuning uchun hamma uning ovozini eshitishi mumkin edi."
118,1,weather,ob-havo,weather.jpg,weather_1392933884419.mp3,weather_meaning.mp3,weather_example.mp3,6,"The weather is the condition of the air: hot, rainy, windy, etc.","The weather can be sunny, rainy, or cold.",n,"Ob-havo - havoning holati: issiq, yomg'irli, shamolli va hokazo.","Ob-havo quyoshli, yomg'irli yoki sovuq bo'lishi mumkin."
119,1,wise,"aqlli, dono",wise.jpg,wise.mp3,wise_meaning.mp3,wise_example.mp3,6,To be wise is to use experience and intelligence to make good choices.,Many people believe that owls are very wise animals.,adj,Dono bo'lish - tajriba va aqlni to'g'ri tanlash uchun ishlatishdir.,Ko'pchilik boyqushlarning juda dono hayvonlar ekanligiga ishonishadi.
120,1,allow,ruxsat bermoq,allow.jpg,allow_1392933884419.mp3,allow_meaning.mp3,allow_example.mp3,7,To allow something to happen means to let it happen.,Having a ticket will allow you to enter the show.,v,"Biror narsaning sodir bo'lishiga yo'l qo'yish, uning sodir bo'lishiga yo'l qo'yish demakdir.",Chiptaga ega bo'lish shouga kirish imkonini beradi.
121,1,announce,elon qilmoq,announce.jpg,announce_1392933884419.mp3,announce_meaning.mp3,announce_example.mp3,7,To announce something is to make it known.,He announced to everyone his new idea for the company.,v,Biror narsani e'lon qilish - uni ma'lum qilish.,U barchaga kompaniya uchun yangi g'oyasini e'lon qildi.
122,1,beside,yonma-yon,beside.jpg,beside_1392933884419.mp3,beside_meaning.mp3,beside_example.mp3,7,"When someone or something is beside you, they are next to you.",The two brothers stood beside each other.,prep,"Kimdir yoki biror narsa sizning yoningizda bo'lsa, ular sizning yoningizda.",Ikki aka-uka bir-birining yonida turishdi.
123,1,challenge,"qiyinchilik, mushkul ish",challenge.jpg,challenge_1392933884419.mp3,challenge_meaning.mp3,challenge_example.mp3,7,A challenge is something difficult to complete.,It was a challenge to climb to the top of the mountain.,n,Qiyinchilik - bu bajarish qiyin narsa.,Tog'ning cho'qqisiga chiqish qiyin edi.
124,1,claim,"tasdiqlamoq, maʼqullamoq",claim.jpg,claim_1392933884419.mp3,claim_meaning.mp3,claim_example.mp3,7,To claim means to say that something is true.,He claimed to know why the country’s laws were weak.,v,"Da'vo qilish, biror narsaning haqiqat ekanligini aytishni anglatadi.",U mamlakat qonunlari nima uchun zaif ekanligini bilishini da'vo qildi.
125,1,condition,ahvol holat,condition.jpg,condition_1392933884419.mp3,condition_meaning.mp3,condition_example.mp3,7,The condition of someone or something is the state that they are in.,The patient’s condition was very good.,n,Biror kishining yoki biror narsaning holati - bu ularning holati.,Bemorning ahvoli juda yaxshi edi.
126,1,contribute,hissa qoʻshmoq,contribute.jpg,contribute_1392933884419.mp3,contribute_meaning.mp3,contribute_example.mp3,7,To contribute to something means to do something to make it successful.,We decided to contribute money to the new hospital.,v,"Biror narsaga hissa qo'shish, uni muvaffaqiyatli qilish uchun biror narsa qilishni anglatadi.",Biz yangi shifoxonaga pul ajratishga qaror qildik.
127,1,difference,farq,difference.jpg,difference_1392933884419.mp3,difference_meaning.mp3,difference_example.mp3,7,A difference is a way that something is not like other things.,The biggest difference between the birds is the color of their feathers.,n,Farq - bu narsaning boshqa narsalarga o'xshamasligi.,Qushlar orasidagi eng katta farq ularning patlarining rangidir.
128,1,divide,"taqsimlamoq, boʻlmoq",divide.jpg,divide_1392933884419.mp3,divide_meaning.mp3,divide_example.mp3,7,To divide something is to make it into smaller parts.,We divided the pizza.,v,Biror narsani bo'lish - uni kichikroq qismlarga bo'lish.,Biz pizzani bo'laklarga ajratdik.
129,1,expert,"ekspert, mutaxassis",expert.jpg,expert_1392933884419.mp3,expert_meaning.mp3,expert_example.mp3,7,An expert is someone who is very good at doing something.,The wizard was an expert at magic.,n,Mutaxassis - bu biror narsa qilishda juda yaxshi odam.,Sehrgar sehrgar edi.
130,1,famous,"mashhur, taniqli",famous.jpg,famous_1392933884419.mp3,famous_meaning.mp3,famous_example.mp3,7,"If someone or something is famous, they are known to many people.",The Eiffel Tower in Paris is very famous.,adj,"Agar kimdir yoki biror narsa mashhur bo'lsa, ular ko'pchilikka ma'lum.",Parijdagi Eyfel minorasi juda mashhur.
131,1,force,"kuch, qudrat",force.jpg,force_1392933884419.mp3,force_meaning.mp3,force_example.mp3,7,Force is a person’s strength or power.,He used all his force to try and open the door.,n,Kuch - bu insonning kuchi yoki kuchi.,U bor kuchini ishga solib eshikni ochishga harakat qildi.
132,1,harm,"jabr, jarohat",harm.jpg,harm_1392933884419.mp3,harm_meaning.mp3,harm_example.mp3,7,Harm is hurt or problems caused to someone or something.,A hot iron can cause great harm if you are not careful.,n,Zarar - bu kimgadir yoki biror narsaga etkazilgan zarar yoki muammolar.,"Ehtiyot bo'lmasangiz, issiq dazmol katta zarar etkazishi mumkin."
133,1,lay,qoʻymoq,lay.jpg,lay_1392933884419.mp3,lay_meaning.mp3,lay_example.mp3,7,To lay means to put or place in a horizontal or flat position.,Don’t lay your socks on the floor.,v,Yotish - gorizontal yoki tekis holatga qo'yish yoki joylashtirishni anglatadi.,Paypoqlaringizni erga qo'ymang.
134,1,peace,tinchlik,peace.jpg,peace_1392933884419.mp3,peace_meaning.mp3,peace_example.mp3,7,Peace is a time without war.,A white dove is a symbol for peace.,n,Tinchlik - urushsiz vaqt.,Oq kaptar tinchlik ramzidir.
135,1,prince,shahzoda,prince.jpg,prince.mp3,prince_meaning.mp3,prince_example.mp3,7,A prince is the son of a king.,The prince and the princess were married.,n,Shahzoda - podshohning o'g'li.,Shahzoda va malika turmush qurishdi.
136,1,protect,"himoya qilmoq, asramoq",protect.jpg,protect_1392933884419.mp3,protect_meaning.mp3,protect_example.mp3,7,To protect someone is to stop them from getting hurt.,Firemen protect us from fires.,v,"Biror kishini himoya qilish, uni xafa qilishdan to'xtatishdir.",O't o'chiruvchilar bizni yong'inlardan himoya qiladi.
137,1,sense,"sezmoq, his qilmoq",sense.jpg,sense_1392933884419.mp3,sense_meaning.mp3,sense_example.mp3,7,To sense something is to know about it without being told.,I could sense that he was watching me.,v,Biror narsani his qilish - bu haqda aytmasdan bilishdir.,U meni kuzatib turganini sezdim.
138,1,sudden,"kutilmagan, tasodifiy",sudden.jpg,sudden_1392933884419.mp3,sudden_meaning.mp3,sudden_example.mp3,7,"When something is sudden, it happens very quickly.",He felt a sudden pain in his chest.,adj,"Biror narsa to'satdan sodir bo'lganda, u juda tez sodir bo'ladi.",U to'satdan ko'kragida og'riqni his qildi.
139,1,therefore,shu sababli,therefore.jpg,therefore_1392933884419.mp3,therefore_meaning.mp3,therefore_example.mp3,7,Therefore means for this reason.,"He is fat. Therefore, he will go on a diet.",adv,Shuning uchun bu sababni anglatadi.,U semiz. Shuning uchun u dietaga o'tadi.
140,1,accept,qabul qilmoq,accept.jpg,accept_1392933884419.mp3,accept_meaning.mp3,accept_example.mp3,8,To accept something that is offered is to take it.,I accepted the girl’s very nice gift.,v,"Taklif qilingan narsani qabul qilish, uni qabul qilishdir.",Men qizning juda yaxshi sovg'asini qabul qildim.
141,1,arrange,joy-joyiga qoʻymoq,arrange.jpg,arrange_1392933884419.mp3,arrange_meaning.mp3,arrange_example.mp3,8,To arrange things is to put them in the right place.,Please arrange the bowling pins in order so we can play.,v,Ishlarni tartibga solish - ularni to'g'ri joyga qo'yishdir.,"Iltimos, biz o'ynashimiz uchun bouling pinlarini tartibda joylashtiring."
142,1,attend,bormoq,attend.jpg,attend_1392933884419.mp3,attend_meaning.mp3,attend_example.mp3,8,To attend something is to go to it.,My sister and I attend the same school.,v,Biror narsada qatnashish - unga borish.,Singlim bilan bir maktabda o‘qiymiz.
143,1,balance,muvozanat saqlamoq,balance.jpg,balance_1392933884419.mp3,balance_meaning.mp3,balance_example.mp3,8,To balance something is to keep it from falling.,We saw an elephant balance itself on a ball.,v,Biror narsani muvozanatlash - uni yiqilib tushmaslik.,Biz to'pda filning muvozanatini ko'rdik.
144,1,contrast,katta farq,contrast.jpg,contrast_1392933884419.mp3,contrast_meaning.mp3,contrast_example.mp3,8,A contrast is the sharp difference between two things.,The contrast between my parents is very noticeable.,n,Kontrast - bu ikki narsa o'rtasidagi keskin farq.,Ota-onam o'rtasidagi kontrast juda sezilarli.
145,1,encourage,ruhlantirmoq,encourage.jpg,encourage_1392933884419.mp3,encourage_meaning.mp3,encourage_example.mp3,8,To encourage someone is to make them want to do something.,My football coach will encourage us when we are losing.,v,"Biror kishini rag'batlantirish, uni biror narsa qilishni xohlashdir.",Mag'lubiyatga uchraganimizda futbol murabbiyim bizga dalda beradi.
